datetime,airport,summary,precipIntensity,precipProbability,precipType,precipAccumulation,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,is_low_vis,is_precip,temp_dew_diff_F
2019-12-22 03:00:00,HIX,Clear,0.0,0.0,,,33.18,26.94,25.39,0.74,1025.3,6.86,8.85,225.060062176064,0.0,0,10.0,308.84,0,0,7.789999999999999
2019-12-22 04:00:00,HIX,Clear,0.0,0.0,,,33.0,26.15,25.47,0.74,1024.96,7.48,8.42,226.045404630833,0.09,0,10.0,311.66,0,0,7.530000000000001
2019-12-22 05:00:00,HIX,Clear,0.0,0.0,,,32.2,26.49,25.49,0.76,1024.89,5.98,8.04,215.065524617766,0.25,0,10.0,314.7,0,0,6.710000000000004
2019-12-22 06:00:00,HIX,Clear,0.0,0.0,,,32.5,26.19,24.56,0.73,1025.04,6.87,7.62,212.062692101895,0.28,0,10.0,316.49,0,0,7.940000000000001
2019-12-22 07:00:00,HIX,Partly Cloudy,0.0,0.0,,,32.41,26.15,24.52,0.73,1024.67,6.91,7.42,206.082767776065,0.33,0,10.0,318.4,0,0,7.889999999999997
2019-12-22 08:00:00,HIX,Clear,0.0,0.0,,,33.28,26.69,24.79,0.71,1024.71,7.37,7.56,209.047940065734,0.29,0,10.0,320.13,0,0,8.490000000000002
2019-12-22 09:00:00,HIX,Partly Cloudy,0.0,0.0,,,36.34,30.38,26.16,0.67,1024.75,7.17,8.79,217.037166362477,0.31,0,10.0,321.55,0,0,10.180000000000003
2019-12-22 10:00:00,HIX,Partly Cloudy,0.0,0.0,,,39.12,33.48,27.59,0.63,1024.3,8.17,9.37,216.080800157601,0.33,1,10.0,323.71,0,0,11.529999999999998
2019-12-22 11:00:00,HIX,Clear,0.0,0.0,,,43.68,38.39,29.82,0.58,1023.93,9.2,10.24,219.04653990073,0.18,1,10.0,325.35,0,0,13.86
2019-12-22 12:00:00,HIX,Clear,0.0,0.0,,,47.34,42.87,33.0,0.58,1022.81,8.68,11.94,221.064789042428,0.05,1,10.0,314.64,0,0,14.340000000000003
2019-12-22 13:00:00,HIX,Clear,0.0,0.0,,,49.85,46.02,33.74,0.54,1021.72,9.53,12.82,219.028421661879,0.1,1,10.0,313.51,0,0,16.11
2019-12-22 14:00:00,HIX,Clear,0.0,0.0,,,50.46,50.58,34.12,0.53,1021.26,10.4,25.05,212.053850513521,0.08,1,10.0,313.15,0,0,16.340000000000003
2019-12-22 15:00:00,HIX,Clear,0.0,0.0,,,50.57,50.35,34.03,0.53,1020.82,10.77,21.01,217.056267419456,0.07,0,10.0,312.39,0,0,16.54
2019-12-22 16:00:00,HIX,Clear,0.0,0.0,,,48.01,43.88,34.72,0.6,1020.56,8.95,11.88,208.058650099972,0.07,0,10.0,312.21,0,0,13.29
2019-12-22 17:00:00,HIX,Clear,0.0,0.0,,,45.37,41.15,33.89,0.65,1020.72,7.43,10.6,207.07860964907,0.07,0,10.0,311.82,0,0,11.479999999999997
2019-12-22 18:00:00,HIX,Clear,0.0,0.0,,,43.72,39.57,32.97,0.66,1020.11,7.34,11.19,205.033862462788,0.07,0,10.0,310.79,0,0,10.75
2019-12-22 19:00:00,HIX,Clear,0.0,0.0,,,43.21,38.53,33.84,0.69,1020.54,8.52,11.69,207.016918262869,0.0,0,10.0,307.37,0,0,9.369999999999996
2019-12-22 20:00:00,HIX,Clear,0.0,0.0,,,41.99,36.8,32.11,0.68,1020.3,8.36,11.91,203.037489401588,0.07,0,10.0,305.36,0,0,9.880000000000004
2019-12-22 21:00:00,HIX,Clear,0.0,0.0,,,40.28,34.44,31.58,0.71,1020.24,9.2,12.03,203.058592762125,0.0,0,10.0,303.49,0,0,8.700000000000003
2019-12-22 22:00:00,HIX,Clear,0.0,0.0,,,39.85,33.37,29.29,0.67,1019.7,10.19,19.82,211.049082971962,0.07,0,10.0,302.09,0,0,10.560000000000002
2019-12-22 23:00:00,HIX,Clear,0.0,0.0,,,38.46,32.01,27.37,0.64,1019.58,9.61,12.64,213.037245172824,0.08,0,10.0,300.73,0,0,11.09
2019-12-23 00:00:00,HIX,Clear,0.0,0.0,,,37.76,31.07,25.89,0.63,1018.69,9.09,12.71,214.042137498903,0.08,0,10.0,299.29,0,0,11.869999999999996
2019-12-23 01:00:00,HIX,Clear,0.0,0.0,,,37.39,31.0,25.35,0.62,1018.43,8.51,12.56,222.017720228362,0.08,0,10.0,296.64,0,0,12.04
2019-12-23 02:00:00,HIX,Clear,0.0,0.0,,,36.71,30.03,24.97,0.63,1018.79,8.69,11.22,223.010472112132,0.19,0,10.0,295.05,0,0,11.740000000000002
2019-12-23 03:00:00,HIX,Clear,0.0,0.0,,,35.98,29.19,24.75,0.64,1018.98,8.5,10.53,224.065730787529,0.26,0,10.0,294.37,0,0,11.229999999999997
2019-12-23 04:00:00,HIX,Clear,0.0,0.0,,,34.78,28.34,24.75,0.67,1018.46,7.63,10.34,221.007283738428,0.08,0,10.0,294.94,0,0,10.03
2019-12-23 05:00:00,HIX,Clear,0.0,0.0,,,34.74,27.9,26.05,0.7,1018.55,8.71,10.71,221.057381783712,0.09,0,10.0,296.71,0,0,8.690000000000001
2019-12-23 06:00:00,HIX,Clear,0.0,0.0,,,35.34,28.53,26.05,0.7,1018.47,8.5,9.62,221.097530117732,0.09,0,10.0,297.23,0,0,9.290000000000004
2019-12-23 07:00:00,HIX,Clear,0.0,0.0,,,34.43,27.49,26.39,0.73,1018.41,8.29,10.3,219.05064802742,0.3,0,10.0,293.46,0,0,8.04
2019-12-23 08:00:00,HIX,Clear,0.0,0.0,,,35.27,28.34,26.55,0.71,1018.29,8.49,10.17,214.071281534507,0.19,0,10.0,292.15,0,0,8.720000000000002
2019-12-23 09:00:00,HIX,Clear,0.0,0.0,,,38.28,32.2,28.55,0.68,1018.46,8.19,11.51,229.076353821856,0.11,0,10.0,291.21,0,0,9.73
2019-12-23 10:00:00,HIX,Clear,0.0,0.0,,,42.92,37.38,30.2,0.61,1018.94,9.37,12.85,235.048811111549,0.24,1,10.0,291.34,0,0,12.720000000000002
2019-12-23 11:00:00,HIX,Clear,0.0,0.0,,,45.39,41.0,31.3,0.58,1018.67,8.42,11.26,251.052568264869,0.17,1,10.0,291.94,0,0,14.09
2019-12-23 12:00:00,HIX,Clear,0.0,0.0,,,47.12,43.54,32.31,0.56,1017.6,7.25,9.44,247.023172921598,0.23,2,10.0,291.69,0,0,14.809999999999995
2019-12-23 13:00:00,HIX,Clear,0.0,0.0,,,48.49,45.91,33.31,0.56,1017.4,6.05,6.65,251.062713615444,0.27,1,10.0,278.19,0,0,15.18
2019-12-23 14:00:00,HIX,Clear,0.0,0.0,,,50.42,50.2,34.67,0.55,1017.18,4.56,5.9,290.052521634473,0.27,1,10.0,274.36,0,0,15.75
2019-12-23 15:00:00,HIX,Clear,0.0,0.0,,,49.91,49.97,35.0,0.56,1017.55,1.74,2.92,295.033524798092,0.31,0,10.0,272.65,0,0,14.909999999999997
2019-12-23 16:00:00,HIX,Clear,0.0,0.0,,,47.52,46.28,33.82,0.59,1018.1,3.78,3.66,302.093777706925,0.25,0,10.0,273.77,0,0,13.700000000000005
2019-12-23 17:00:00,HIX,Clear,0.0,0.0,,,43.87,43.5,32.39,0.64,1018.17,1.9,2.94,20.0631629413695,0.24,0,10.0,277.17,0,0,11.479999999999997
2019-12-23 18:00:00,HIX,Clear,0.0,0.0,,,41.3,38.17,31.87,0.69,1018.84,4.67,4.62,55.0416258460175,0.26,0,10.0,279.93,0,0,9.429999999999996
2019-12-23 19:00:00,HIX,Partly Cloudy,0.0,0.0,,,39.14,35.25,31.75,0.74,1019.4,5.35,5.24,57.0902638039724,0.45,0,10.0,282.71,0,0,7.390000000000001
2019-12-23 20:00:00,HIX,Partly Cloudy,0.0,0.0,,,37.57,34.45,30.86,0.77,1019.85,4.11,4.78,77.0763428730135,0.43,0,10.0,284.43,0,0,6.710000000000001
2019-12-23 21:00:00,HIX,Partly Cloudy,0.0,0.0,,,37.08,32.76,31.48,0.8,1020.03,5.49,5.43,33.0970085861291,0.47,0,10.0,285.43,0,0,5.599999999999998
2019-12-23 22:00:00,HIX,Mostly Cloudy,0.0,0.0,,,36.17,32.18,30.91,0.82,1019.9,4.71,4.76,36.0337842640848,0.62,0,9.763,286.4,0,0,5.260000000000002
2019-12-23 23:00:00,HIX,Partly Cloudy,0.0,0.0,,,34.93,31.03,29.98,0.82,1019.33,4.21,4.49,25.0480888382915,0.59,0,9.615,286.78,0,0,4.949999999999999
2019-12-24 00:00:00,HIX,Partly Cloudy,0.0,0.0,,,33.14,33.35,29.18,0.85,1019.05,2.79,2.91,24.0235277988777,0.46,0,9.144,290.17,0,0,3.960000000000001
2019-12-24 01:00:00,HIX,Mostly Cloudy,0.0,0.0,,,32.7,29.61,28.67,0.85,1019.02,3.47,3.41,36.0728795846647,0.75,0,8.179,290.12,0,0,4.030000000000001
2019-12-24 02:00:00,HIX,Mostly Cloudy,0.0,0.0,,,32.51,29.29,27.79,0.83,1019.44,3.11,3.14,38.0840631477928,0.77,0,5.516,289.04,0,0,4.719999999999999
2019-12-24 03:00:00,HIX,Mostly Cloudy,0.0,0.0,,,32.96,29.3,28.25,0.84,1019.22,3.78,3.8,47.0690855275957,0.76,0,4.823,288.58,1,0,4.710000000000001
2019-12-24 04:00:00,HIX,Mostly Cloudy,0.0,0.0,,,32.29,28.94,28.45,0.87,1019.05,3.5,3.39,59.07111759914,0.85,0,4.02,289.18,1,0,3.84
2019-12-24 05:00:00,HIX,Overcast,0.0,0.0,,,33.78,31.16,30.02,0.86,1018.84,3.1,3.1,100.014371157713,0.88,0,3.21,289.99,1,0,3.7600000000000016
2019-12-24 06:00:00,HIX,Overcast,0.0,0.0,,,34.46,31.66,31.01,0.88,1018.63,3.01,3.05,91.0933294378523,0.91,0,2.666,290.3,1,0,3.4499999999999993
2019-12-24 07:00:00,HIX,Overcast,0.0,0.0,,,33.67,33.61,30.43,0.88,1018.83,2.01,2.65,124.014030315092,0.92,0,2.739,287.8,1,0,3.240000000000002
2019-12-24 08:00:00,HIX,Overcast,0.0,0.0,,,33.38,33.27,30.52,0.89,1018.92,2.44,3.93,149.080723706371,0.94,0,2.782,287.93,1,0,2.860000000000003
2019-12-24 09:00:00,HIX,Mostly Cloudy,0.0,0.0,,,34.3,29.81,31.25,0.89,1019.07,4.89,4.79,175.016724055771,0.87,0,5.208,285.43,0,0,3.049999999999997
2019-12-24 10:00:00,HIX,Mostly Cloudy,0.0,0.0,,,38.42,33.27,34.16,0.86,1018.62,6.77,7.23,180.068589195162,0.61,1,8.632,284.83,0,0,4.260000000000005
2019-12-24 11:00:00,HIX,Partly Cloudy,0.0,0.0,,,44.11,39.63,36.04,0.74,1017.94,7.34,8.4,180.074435240633,0.39,1,10.0,284.63,0,0,8.07
2019-12-24 12:00:00,HIX,Partly Cloudy,0.0,0.0,,,49.09,45.8,37.67,0.65,1016.4,7.87,17.79,165.017882787266,0.37,2,10.0,279.27,0,0,11.420000000000002
2019-12-24 13:00:00,HIX,Partly Cloudy,0.0,0.0,,,51.42,51.16,38.38,0.61,1015.5,8.86,10.39,172.055816254676,0.33,1,10.0,278.45,0,0,13.04
2019-12-24 14:00:00,HIX,Mostly Cloudy,0.0,0.0,,,52.82,52.97,38.72,0.59,1014.33,9.05,10.76,179.024902474514,0.6,1,10.0,278.26,0,0,14.1
2019-12-24 15:00:00,HIX,Mostly Cloudy,0.0,0.0,,,52.51,52.49,40.69,0.64,1014.04,9.86,11.53,181.095281347375,0.64,0,10.0,277.66,0,0,11.82
2019-12-24 16:00:00,HIX,Partly Cloudy,0.0,0.0,,,50.85,50.54,41.05,0.69,1014.29,7.57,10.27,178.018264725634,0.41,0,10.0,276.18,0,0,9.800000000000004
2019-12-24 17:00:00,HIX,Partly Cloudy,0.0,0.0,,,48.76,45.1,40.86,0.75,1013.89,7.71,10.95,174.098295665894,0.5,0,10.0,274.59,0,0,7.899999999999999
2019-12-24 18:00:00,HIX,Mostly Cloudy,0.0,0.0,,,48.38,44.53,41.57,0.77,1013.46,9.26,12.88,180.050013334057,0.61,0,10.0,273.0,0,0,6.810000000000002
2019-12-24 19:00:00,HIX,Mostly Cloudy,0.0,0.0,,,47.67,43.13,41.41,0.79,1013.35,10.12,20.53,187.000524096542,0.67,0,10.0,271.61,0,0,6.260000000000005
2019-12-24 20:00:00,HIX,Mostly Cloudy,0.0,0.0,,,47.17,42.64,39.95,0.76,1013.44,9.73,13.2,191.015576652644,0.66,0,10.0,271.08,0,0,7.219999999999999
2019-12-24 21:00:00,HIX,Mostly Cloudy,0.0,0.0,,,45.79,41.58,39.14,0.77,1013.34,7.74,25.05,197.035018207123,0.65,0,10.0,270.73,0,0,6.649999999999999
2019-12-24 22:00:00,HIX,Mostly Cloudy,0.0,0.0,,,45.16,40.81,37.59,0.75,1013.35,8.05,12.26,195.067670003701,0.61,0,10.0,270.13,0,0,7.569999999999993
2019-12-24 23:00:00,HIX,Mostly Cloudy,0.0,0.0,,,43.65,39.23,36.87,0.77,1013.1,7.32,11.11,190.063845963358,0.67,0,10.0,269.73,0,0,6.780000000000001
2019-12-25 00:00:00,HIX,Partly Cloudy,0.0,0.0,,,43.26,39.63,36.58,0.77,1012.32,6.02,10.13,194.022480338862,0.45,0,10.0,268.64,0,0,6.68
2019-12-25 01:00:00,HIX,Partly Cloudy,0.0,0.0,,,42.74,39.11,35.98,0.76,1012.44,5.85,9.13,196.042687693049,0.49,0,10.0,268.58,0,0,6.760000000000005
2019-12-25 02:00:00,HIX,Partly Cloudy,0.0,0.0,,,41.63,36.73,34.06,0.75,1012.83,7.52,8.38,197.084865615427,0.55,0,10.0,268.57,0,0,7.57
2019-12-25 03:00:00,HIX,Partly Cloudy,0.0,0.0,,,39.54,35.39,33.15,0.78,1012.89,6.27,7.56,189.047238122967,0.58,0,10.0,269.17,0,0,6.390000000000001
2019-12-25 04:00:00,HIX,Mostly Cloudy,0.0,0.0,,,37.74,34.17,31.86,0.8,1012.75,4.81,7.16,184.03185800988,0.6,0,10.0,270.21,0,0,5.880000000000003
2019-12-25 05:00:00,HIX,Mostly Cloudy,0.0,0.0,,,36.84,32.44,32.28,0.83,1012.24,5.51,7.46,182.063786919735,0.82,0,10.0,271.79,0,0,4.560000000000002
2019-12-25 06:00:00,HIX,Mostly Cloudy,0.0,0.0,,,38.04,33.49,32.89,0.82,1012.21,5.94,8.77,195.08647903086,0.87,0,10.0,277.62,0,0,5.149999999999999
2019-12-25 07:00:00,HIX,Mostly Cloudy,0.0,0.0,,,37.4,32.57,32.64,0.83,1012.83,6.08,8.94,188.069721391863,0.85,0,10.0,282.7,0,0,4.759999999999998
2019-12-25 08:00:00,HIX,Mostly Cloudy,0.0,0.0,,,38.36,32.94,32.61,0.8,1012.79,7.08,8.87,187.098029890155,0.73,0,10.0,288.59,0,0,5.75
2019-12-25 09:00:00,HIX,Mostly Cloudy,0.0,0.0,,,42.37,37.62,33.5,0.71,1013.08,7.17,10.53,195.044341072041,0.6,0,10.0,292.53,0,0,8.869999999999997
2019-12-25 10:00:00,HIX,Partly Cloudy,0.0,0.0,,,46.11,41.98,36.01,0.67,1012.64,8.36,11.02,208.001446781391,0.33,1,10.0,292.22,0,0,10.1
2019-12-25 11:00:00,HIX,Clear,0.0,0.0,,,50.45,50.45,39.28,0.66,1012.02,10.13,11.71,209.003800586398,0.25,1,10.0,289.76,0,0,11.170000000000002
2019-12-25 12:00:00,HIX,Clear,0.0,0.0,,,55.0,55.12,42.43,0.63,1011.59,10.11,10.87,216.097181955243,0.07,2,10.0,282.11,0,0,12.57
2019-12-25 13:00:00,HIX,Clear,0.0,0.0,,,56.87,56.77,43.42,0.61,1011.0,11.33,11.2,222.036513754964,0.17,1,10.0,281.99,0,0,13.449999999999996
2019-12-25 14:00:00,HIX,Partly Cloudy,0.0,0.0,,,56.69,56.6,44.24,0.63,1010.71,8.45,9.07,202.077831157474,0.49,1,10.0,282.9,0,0,12.449999999999996
2019-12-25 15:00:00,HIX,Partly Cloudy,0.0,0.0,,,56.72,56.65,44.93,0.65,1010.62,5.72,8.73,203.097062549517,0.51,0,10.0,282.93,0,0,11.79
2019-12-25 16:00:00,HIX,Partly Cloudy,0.0,0.0,,,55.58,55.48,44.79,0.67,1010.94,5.45,8.25,194.054824572574,0.52,0,10.0,281.75,0,0,10.79
2019-12-25 17:00:00,HIX,Partly Cloudy,0.0,0.0,,,52.52,52.43,44.27,0.74,1011.01,5.11,8.05,178.067336491437,0.57,0,10.0,279.8,0,0,8.25
2019-12-25 18:00:00,HIX,Mostly Cloudy,0.0,0.0,,,53.56,53.78,45.57,0.74,1010.8,7.46,7.98,169.056207988766,0.62,0,10.0,281.5,0,0,7.990000000000002
2019-12-25 19:00:00,HIX,Mostly Cloudy,0.0,0.0,,,52.98,52.81,45.39,0.76,1011.32,7.44,10.4,176.072949048704,0.7,0,10.0,281.76,0,0,7.589999999999996
2019-12-25 20:00:00,HIX,Mostly Cloudy,0.0,0.0,,,53.51,53.41,45.7,0.75,1011.49,9.31,11.42,191.082217714629,0.63,0,10.0,282.3,0,0,7.809999999999995
2019-12-25 21:00:00,HIX,Overcast,0.0,0.0,,,53.59,53.51,45.35,0.74,1011.7,8.06,12.61,193.069518781708,0.93,0,10.0,282.82,0,0,8.240000000000002
2019-12-25 22:00:00,HIX,Mostly Cloudy,0.0,0.0,,,53.46,53.37,45.81,0.75,1011.44,7.91,13.69,195.066557341243,0.87,0,10.0,283.21,0,0,7.649999999999999
2019-12-25 23:00:00,HIX,Mostly Cloudy,0.0,0.0,,,53.75,53.81,46.46,0.76,1011.03,9.99,13.24,206.0032661268,0.83,0,10.0,283.75,0,0,7.289999999999999
2019-12-26 00:00:00,HIX,Mostly Cloudy,0.0,0.0,,,54.52,54.28,47.96,0.79,1011.12,10.12,21.21,206.012667067091,0.65,0,10.0,282.81,0,0,6.560000000000002
2019-12-26 01:00:00,HIX,Mostly Cloudy,0.0,0.0,,,54.39,54.04,48.15,0.8,1010.82,9.68,14.93,209.044878498616,0.68,0,10.0,280.87,0,0,6.240000000000002
2019-12-26 02:00:00,HIX,Mostly Cloudy,0.0,0.0,,,54.06,53.79,48.25,0.81,1011.55,10.41,14.1,204.081569389013,0.71,0,10.0,278.17,0,0,5.810000000000002
2019-12-26 03:00:00,HIX,Mostly Cloudy,0.0,0.0,,,52.94,52.75,48.34,0.84,1011.88,9.74,12.58,205.083646538458,0.87,0,10.0,276.04,0,0,4.599999999999994
2019-12-26 04:00:00,HIX,Mostly Cloudy,0.0,0.0,,,52.45,52.31,48.18,0.85,1012.15,8.68,12.19,205.042856728762,0.76,0,10.0,274.67,0,0,4.270000000000003
2019-12-26 05:00:00,HIX,Mostly Cloudy,0.0,0.0,,,51.39,51.41,47.41,0.86,1012.1,9.03,18.4,202.08379270659,0.74,0,10.0,274.05,0,0,3.980000000000004
2019-12-26 06:00:00,HIX,Mostly Cloudy,0.001,0.02,rain,,51.42,51.12,47.98,0.89,1012.18,9.23,12.02,200.034818897356,0.67,0,10.0,273.41,0,1,3.440000000000005
2019-12-26 07:00:00,HIX,Partly Cloudy,0.0,0.0,,,50.43,50.29,47.68,0.91,1012.82,7.58,11.44,204.064902709372,0.54,0,10.0,276.71,0,0,2.75
2019-12-26 08:00:00,HIX,Partly Cloudy,0.0,0.0,,,50.42,50.4,47.93,0.92,1013.56,8.82,11.73,202.012503445349,0.52,0,10.0,277.55,0,0,2.490000000000002
2019-12-26 09:00:00,HIX,Partly Cloudy,0.0,0.0,,,52.87,52.79,48.93,0.86,1014.02,9.84,19.85,212.095448302429,0.54,0,10.0,279.24,0,0,3.9399999999999977
2019-12-26 10:00:00,HIX,Mostly Cloudy,0.0,0.0,,,54.95,55.06,49.18,0.81,1013.99,10.77,13.63,219.035646051574,0.65,1,10.0,280.95,0,0,5.770000000000003
2019-12-26 11:00:00,HIX,Partly Cloudy,0.0,0.0,,,56.93,57.21,49.82,0.76,1013.46,11.14,13.72,223.031076036896,0.47,1,10.0,283.08,0,0,7.109999999999999
2019-12-26 12:00:00,HIX,Partly Cloudy,0.0,0.0,,,60.67,60.7,50.57,0.69,1012.83,12.3,12.23,220.007149321844,0.43,2,10.0,284.94,0,0,10.1
2019-12-26 13:00:00,HIX,Partly Cloudy,0.0,0.0,,,61.58,61.59,50.31,0.67,1012.87,10.64,10.62,241.020582678761,0.41,1,10.0,282.27,0,0,11.269999999999996
2019-12-26 14:00:00,HIX,Partly Cloudy,0.0,0.0,,,61.75,61.57,49.83,0.66,1013.01,10.91,18.03,229.004690813361,0.43,1,10.0,284.77,0,0,11.920000000000002
2019-12-26 15:00:00,HIX,Partly Cloudy,0.0,0.0,,,60.09,60.06,49.38,0.68,1014.07,10.64,10.87,239.055840595162,0.58,0,10.0,286.52,0,0,10.71
2019-12-26 16:00:00,HIX,Mostly Cloudy,0.0,0.0,,,57.56,57.66,47.94,0.7,1014.73,8.38,8.79,245.097677370546,0.62,0,10.0,286.61,0,0,9.620000000000005
2019-12-26 17:00:00,HIX,Mostly Cloudy,0.0,0.0,,,54.93,55.09,46.62,0.73,1015.01,8.13,8.43,262.001005257368,0.73,0,10.0,285.92,0,0,8.310000000000002
2019-12-26 18:00:00,HIX,Mostly Cloudy,0.0,0.0,,,52.61,52.25,44.89,0.75,1015.91,6.57,7.88,264.048606785026,0.81,0,10.0,285.94,0,0,7.719999999999999
2019-12-26 19:00:00,HIX,Mostly Cloudy,0.0,0.0,,,48.14,44.93,41.28,0.77,1016.6,7.23,6.94,276.042043479085,0.79,0,10.0,286.11,0,0,6.859999999999999
2019-12-26 20:00:00,HIX,Mostly Cloudy,0.0,0.0,,,44.71,40.28,37.92,0.78,1017.42,7.14,7.2,280.070427497103,0.78,0,10.0,287.45,0,0,6.789999999999999
2019-12-26 21:00:00,HIX,Overcast,0.0,0.0,,,42.34,37.01,35.59,0.78,1017.84,7.71,8.35,269.006411454677,0.91,0,10.0,288.83,0,0,6.75
2019-12-26 22:00:00,HIX,Overcast,0.0,0.0,,,40.92,36.73,33.8,0.76,1018.07,6.4,9.09,260.018843579429,0.89,0,10.0,291.31,0,0,7.1200000000000045
2019-12-26 23:00:00,HIX,Overcast,0.0,0.0,,,39.79,33.96,33.26,0.78,1018.11,7.98,10.49,283.034909014574,0.97,0,10.0,294.33,0,0,6.530000000000001
2019-12-27 00:00:00,HIX,Overcast,0.0,0.0,,,37.89,31.6,31.5,0.78,1018.34,8.94,9.84,270.032908969893,0.99,0,10.0,296.82,0,0,6.390000000000001
2019-12-27 01:00:00,HIX,Overcast,0.0,0.0,,,37.17,30.11,30.24,0.76,1019.24,10.28,10.4,268.041469952268,0.99,0,10.0,298.25,0,0,6.930000000000003
2019-12-27 02:00:00,HIX,Overcast,0.0,0.0,,,36.68,29.32,28.86,0.73,1019.77,10.1,10.02,276.048830245522,1.0,0,10.0,298.82,0,0,7.82
2019-12-27 03:00:00,HIX,Overcast,0.0,0.0,,,35.32,27.78,28.17,0.75,1020.55,9.93,10.43,280.039591906274,0.97,0,10.0,300.58,0,0,7.149999999999999
2019-12-27 04:00:00,HIX,Overcast,0.0,0.0,,,35.26,28.01,28.16,0.75,1020.97,9.2,9.44,262.03590747156,0.99,0,10.0,302.96,0,0,7.099999999999998
2019-12-27 05:00:00,HIX,Overcast,0.0,0.0,,,35.42,27.78,28.35,0.75,1021.68,10.04,17.3,275.093823110592,0.96,0,10.0,306.27,0,0,7.07
2019-12-27 06:00:00,HIX,Overcast,0.0,0.0,,,35.12,27.34,28.73,0.78,1022.49,10.43,16.18,282.010251233128,0.98,0,10.0,309.83,0,0,6.389999999999997
2019-12-27 07:00:00,HIX,Overcast,0.0,0.0,,,34.12,25.87,28.63,0.81,1023.49,10.48,17.03,278.025715958394,0.99,0,10.0,313.81,0,0,5.489999999999998
2019-12-27 08:00:00,HIX,Overcast,0.0,0.0,,,34.01,26.35,27.82,0.78,1024.22,9.71,9.62,276.069241609515,0.92,0,10.0,317.8,0,0,6.189999999999998
2019-12-27 09:00:00,HIX,Overcast,0.0,0.0,,,34.01,26.19,27.41,0.77,1025.1,10.12,15.48,283.036818879228,0.98,0,10.0,321.14,0,0,6.599999999999998
2019-12-27 10:00:00,HIX,Overcast,0.0,0.0,,,33.76,26.98,27.41,0.77,1025.44,8.02,8.03,284.019002125474,0.99,1,10.0,323.85,0,0,6.349999999999998
2019-12-27 11:00:00,HIX,Overcast,0.0,0.0,,,34.49,29.1,27.22,0.75,1024.98,6.07,6.88,268.086553341944,0.99,1,10.0,326.3,0,0,7.270000000000003
2019-12-27 12:00:00,HIX,Overcast,0.0,0.0,,,33.79,27.64,27.43,0.77,1024.7,6.94,6.76,253.042225114121,0.97,1,10.0,324.46,0,0,6.359999999999999
2019-12-27 13:00:00,HIX,Overcast,0.0,0.0,,,35.48,29.28,27.43,0.73,1024.39,7.15,7.25,257.064530674856,0.91,1,9.805,325.08,0,0,8.049999999999997
2019-12-27 14:00:00,HIX,Partly Cloudy,0.0,0.0,,,37.11,32.72,27.3,0.68,1024.32,5.52,5.68,274.092145733124,0.41,1,10.0,326.15,0,0,9.81
2019-12-27 15:00:00,HIX,Partly Cloudy,0.0,0.0,,,36.98,32.81,27.01,0.67,1024.6,5.13,4.87,240.092909257658,0.34,0,10.0,327.46,0,0,9.969999999999995
2019-12-27 16:00:00,HIX,Partly Cloudy,0.0,0.0,,,36.58,32.4,26.64,0.67,1024.99,4.69,4.92,264.04367708262,0.34,0,10.0,329.03,0,0,9.939999999999998
2019-12-27 17:00:00,HIX,Clear,0.0,0.0,,,34.57,34.66,25.43,0.68,1025.08,3.09,2.86,235.044737732943,0.29,0,10.0,331.27,0,0,9.14
2019-12-27 18:00:00,HIX,Clear,0.0,0.0,,,33.42,30.55,25.11,0.71,1025.35,3.42,3.31,215.004037564557,0.14,0,10.0,333.22,0,0,8.310000000000002
2019-12-27 19:00:00,HIX,Clear,0.0,0.0,,,32.43,32.12,25.19,0.75,1025.72,2.84,2.87,214.005154846679,0.22,0,10.0,335.6,0,0,7.239999999999998
2019-12-27 20:00:00,HIX,Clear,0.0,0.0,,,31.17,31.25,24.81,0.77,1026.01,2.84,2.66,224.093618120476,0.24,0,10.0,337.84,0,0,6.360000000000003
2019-12-27 21:00:00,HIX,Clear,0.0,0.0,,,30.7,30.51,24.0,0.76,1026.3,2.35,2.43,218.094669185957,0.19,0,10.0,340.09,0,0,6.699999999999999
2019-12-27 22:00:00,HIX,Clear,0.0,0.0,,,30.1,30.2,23.38,0.75,1026.04,2.78,2.72,229.039257884306,0.19,0,10.0,341.62,0,0,6.720000000000002
2019-12-27 23:00:00,HIX,Clear,0.0,0.0,,,29.27,29.36,23.01,0.77,1025.86,0.9,1.06,215.083320725593,0.17,0,9.933,343.23,0,0,6.259999999999998
2019-12-28 00:00:00,HIX,Clear,0.0,0.0,,,28.84,28.64,21.56,0.74,1025.17,0.51,0.75,264.073159000525,0.06,0,9.925,344.18,0,0,7.280000000000001
2019-12-28 01:00:00,HIX,Clear,0.0,0.0,,,28.61,28.7,21.79,0.76,1024.64,0.86,1.15,95.0367780464509,0.15,0,10.0,347.28,0,0,6.82
2019-12-28 02:00:00,HIX,Partly Cloudy,0.0,0.0,,,28.59,28.55,22.04,0.76,1024.61,1.15,1.87,98.0063107500472,0.41,0,10.0,348.15,0,0,6.550000000000001
2019-12-28 03:00:00,HIX,Clear,0.0,0.0,,,28.75,28.61,21.77,0.76,1024.83,2.49,2.57,138.060569074888,0.23,0,9.567,349.39,0,0,6.98
2019-12-28 04:00:00,HIX,Partly Cloudy,0.0,0.0,,,29.31,26.01,23.74,0.79,1024.12,3.28,3.5,100.01210930871,0.56,0,9.968,350.75,0,0,5.57
